Product Id,Price,MRP,Gender,Product Name,Status,Weight,thumbnail,Color,Material,Type,Sole Material,,,
32044635,695,1095,,pantof Women Slip on,Inactive,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327DC1C2955/1.jpg,Black,Faux Leather,Wedges,,,,
32044636,695,1095,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327F7A16635/1.jpg,Black,Faux Leather,Wedges,,,,
32044637,695,1095,,pantof Women Slip on,Inactive,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003275698E2DB/1.jpg,Black,Faux Leather,Wedges,,,,
32044639,695,1095,,pantof Women Slip on,Inactive,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327FA672866/1.jpg,Brown,Faux Leather,Wedges,,,,
32044640,695,1095,,pantof Women Slip on,Inactive,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032722B28ED9/1.jpg,Brown,Faux Leather,Wedges,,,,
32044641,695,1095,,pantof Women Slip on,Inactive,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003274BAC2201/1.jpg,Brown,Faux Leather,Wedges,,,,
32044643,695,1095,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003275041695C/1.jpg,Brown,Faux Leather,Wedges,,,,
32044644,695,1095,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327395FC584/1.jpg,Brown,Faux Leather,Wedges,,,,
32044645,695,1095,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003279866416A/1.jpg,Brown,Faux Leather,Wedges,,,,
32044647,695,1095,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327948A0468/1.jpg,White,Faux Leather,Wedges,,,,
32044648,695,1095,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003273B347BA9/1.jpg,White,Faux Leather,Wedges,,,,
32044649,695,1095,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003279A0DFF47/1.jpg,White,Faux Leather,Wedges,,,,
32044651,349,595,,pantof Women Slip on,Inactive,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327D1F82B8A/1.jpg,Black,Faux Leather,,,,,
32044652,349,595,,pantof Women Slip on,Inactive,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003275B7CE004/1.jpg,Black,Faux Leather,Wedges,,,,
32044654,349,595,,pantof Women Slip on,Inactive,1000,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327AD7EF1E7/1.jpg,Black,Faux Leather,Wedges,,,,
32044655,349,595,,pantof Women Slip on,Inactive,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327C477509/1.jpg,Black,Faux Leather,,,,,
32044656,349,595,,pantof Women Slip on,Inactive,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032786C3BE87/1.jpg,Black,Faux Leather,,,,,
32044658,595,895,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003273F6823AE/1.jpg,Multi,Patent Leather,Flats,,,,
32044659,595,895,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032715401BCC/1.jpg,Multi,Patent Leather,Flats,,,,
32044660,595,895,,pantof Women Slip on,Active,700,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327C4D86F1C/1.jpg,Multi,Patent Leather,Flats,,,,
32044662,795,1195,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327496928FA/1.jpg,Beige,Faux Leather,Flats,,,,
32044663,795,1195,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032791BC8E45/1.jpg,Beige,Faux Leather,Flats,,,,
32044664,795,1195,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327AAE9F6A6/1.jpg,Beige,Faux Leather,Flats,,,,
32044665,795,1195,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327BD07248/1.jpg,Beige,Faux Leather,Flats,,,,
32044667,795,1195,,Pantof Black Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327621A7A95/1.jpg,Black,Faux Leather,Sandals,,,,
32044668,795,1195,,pantof Women Slip on,Inactive,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327C323FE7B/1.jpg,Black,Faux Leather,Sandals,,,,
32044670,795,1195,,Pantof Brown Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327169FC752/1.jpg,Brown,Faux Leather,Sandals,,,,
32044671,795,1195,,Pantof Brown Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003276F73E503/1.jpg,Brown,Faux Leather,Sandals,,,,
32044672,795,1195,,Pantof Brown Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032766D49DB/1.jpg,Brown,Faux Leather,Sandals,,,,
32044674,895,1295,,Pantof Black Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327749DEEDE/1.jpg,Black,Lycra,Sandals,,,,
32044675,895,1295,,Pantof Black Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327BB03F916/1.jpg,Black,Lycra,Sandals,,,,
32044676,895,1295,,Pantof Black Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327BD912260/1.jpg,Black,Lycra,Sandals,,,,
32044678,895,1295,,Pantof Brown Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327685DBE3A/1.jpg,Brown,Lycra,Sandals,,,,
32044679,895,1295,,Pantof Brown Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327A1517284/1.jpg,Brown,Lycra,Sandals,,,,
32044680,895,1295,,Pantof Brown Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003276ECF654C/1.jpg,Brown,Lycra,Sandals,,,,
32044681,895,1295,,Pantof Brown Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327EA22F5AB/1.jpg,Brown,Lycra,Sandals,,,,
32044683,695,1095,,Pantof Blue Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327F6B8AFB/1.jpg,Blue,Patent Leather,Sandals,,,,
32044684,695,1095,,Pantof Blue Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003272543B299/1.jpg,Blue,Patent Leather,Sandals,,,,
32044685,695,1095,,pantof Women Slip on,Inactive,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003274A6FE683/1.jpg,Blue,Patent Leather,Sandals,,,,
32044686,695,1095,,pantof Women Slip on,Inactive,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003276047DEE1/1.jpg,Blue,Patent Leather,Sandals,,,,
32044688,695,1095,,Pantof Red Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327BBDBFAE1/1.jpg,Red,Patent Leather,Sandals,,,,
32044689,695,1095,,pantof Women Sandals,Inactive,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327E733969E/1.jpg,Red,Patent Leather,Sandals,,,,
32044690,695,1095,,Pantof Red Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003277F8C74CF/1.jpg,Red,Patent Leather,Sandals,,,,
32044691,695,1095,,Pantof Red Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032755A44CAD/1.jpg,Red,Patent Leather,Sandals,,,,
32044693,449,795,,Pantof Red Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327FC5AE84F/1.jpg,Red,Faux Leather,Sandals,,,,
32044694,399,695,,Pantof Beige Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327C10106BB/1.jpg,Beige,Faux Leather,Sandals,,,,
32044695,399,695,,Pantof Black Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327B8376DE2/1.jpg,Black,Faux Leather,Sandals,,,,
32044696,399,695,,Pantof Black Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327190EE90C/1.jpg,Black,Faux Leather,Sandals,,,,
32044697,399,695,,Pantof Black Women Sandals,Active,700,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327C1DB4FB3/1.jpg,Black,Faux Leather,Sandals,,,,
32044699,399,695,,Pantof Brown Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003279EE3BD14/1.jpg,Brown,Faux Leather,Sandals,,,,
32044700,349,495,,pantof Women Slip on,Active,700,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032772FF6041/1.jpg,Yellow,Faux Leather,Flats,,,,
32044701,695,1095,,Pantof Women Slip On,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032727C192CB/1.jpg,Brown,Suede,Wedges,,,,
32044702,695,1095,,Pantof Women Slip On,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327F4A6AD3A/1.jpg,Brown,Suede,Wedges,,,,
32044704,695,1095,,pantof Women Slip on,Inactive,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032759141EE6/1.jpg,Brown,Suede,Wedges,,,,
32044705,695,1095,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032714F542BF/1.jpg,Brown,Suede,Wedges,,,,
32044707,695,1095,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032738ECFCBC/1.jpg,Black,Suede,Wedges,,,,
32044708,695,1095,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327F772EB74/1.jpg,Black,Suede,Wedges,,,,
32044709,695,1095,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327F1E03002/1.jpg,Black,Suede,Wedges,,,,
32044710,695,1095,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327A4D765DA/1.jpg,Black,Suede,Wedges,,,,
32044711,695,1095,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003276B497212/1.jpg,Black,Suede,Wedges,,,,
32044713,895,1295,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032711AD65AA/1.jpg,Brown,Fabric,Flats,,,,
32044714,895,1295,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032784DDB13F/1.jpg,Brown,Fabric,Flats,,,,
32044715,895,1295,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327A8CD2378/1.jpg,Brown,Fabric,Flats,,,,
32044716,895,1295,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003279627B933/1.jpg,Brown,Fabric,Flats,,,,
32044718,595,995,,Pantof Black Women Sandals,Active,900,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327DD0E7BF2/1.jpg,Black,Faux Leather,Sandals,,,,
32044719,595,995,,Pantof Black Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327A4E259A3/1.jpg,Black,Faux Leather,Sandals,,,,
32044720,595,995,,Pantof Black Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003275DBDD4D/1.jpg,Black,Faux Leather,Sandals,,,,
32044721,595,995,,Pantof Black Women Sandals,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003271AC2742B/1.jpg,Black,Faux Leather,Sandals,,,,
32044723,595,995,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327F9A6A4E2/1.jpg,Blue,Faux Leather,Flats,,,,
32044724,595,995,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327589F200C/1.jpg,Blue,Faux Leather,Flats,,,,
32044725,595,995,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327804A86B3/1.jpg,Blue,Faux Leather,Flats,,,,
32044726,595,995,,pantof Women Slip on,Active,250,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO1003272173025D/1.jpg,Blue,Faux Leather,Flats,,,,
32044728,795,1195,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO100327798946B7/1.jpg,Red,Patent Leather,Wedges,,,,
32044729,795,1195,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032753A17ED5/1.jpg,Red,Patent Leather,Wedges,,,,
32044730,795,1195,,pantof Women Slip on,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPANTOF-WOMENINNO10032725612AC8/1.jpg,Red,Patent Leather,Wedges,,,,
32045221,399,900,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099580D26B3/1.jpg,Blue,,Flats,TPR,,,
32045222,399,900,,High Step Flat Sandal,Inactive,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099AD0378B9/1.jpg,Beige,,Flats,TPR,,,
32045223,399,900,,High Step Flat Sandal,Inactive,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099A90689A2/1.jpg,Blue,,Flats,TPR,,,
32045224,399,900,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099B351F5E/1.jpg,Yellow,,Flats,TPR,,,
32045225,499,999,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099838D2E6D/1.jpg,White,,Flats,TPR,,,
32045226,399,900,,High Step Flat Sandal,Inactive,399,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH1090994482A3C6/1.jpg,Red,,Flats,Sheet,,,
32045227,599,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH1090995E8802DD/1.jpg,White,,Flats,TPR,,,
32045228,599,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099FA1C697E/1.jpg,White,,Flats,TPR,,,
32045229,599,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099B08663F1/1.jpg,White,,Flats,TPR,,,
32045230,599,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH10909920397E60/1.jpg,White,,Flats,TPR,,,
32045231,599,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099D9DEBF51/1.jpg,Black,,Flats,TPR,,,
32045232,599,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH10909967F6686F/1.jpg,Yellow,,Flats,TPR,,,
32045233,599,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH10909910F158F9/1.jpg,Yellow,,Flats,TPR,,,
32045234,699,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099D1DC036E/1.jpg,Black,,Flats,TPR,,,
32045235,699,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099E92DFEAB/1.jpg,Beige,,Flats,TPR,,,
32045236,699,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH10909933A3B122/1.jpg,Black,,Flats,TPR,,,
32045237,699,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099F8542A79/1.jpg,Blue,,Flats,TPR,,,
32045238,699,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH1090993D23662E/1.jpg,Beige,,Flats,TPR,,,
32045239,699,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099EBF9F78F/1.jpg,Brown,,Flats,TPR,,,
32045240,699,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH109099D7350879/1.jpg,Red,,Flats,TPR,,,
32045241,699,1400,,High Step Flat Sandal,Inactive,400,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOFALAT-SANDALHIGH10909939224F21/1.jpg,White,,Flats,TPR,,,
32047589,325,599,,Step Zone White party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOWHITE-PARTY-PUNJ96130FDDB9BBA/1.jpg,White,PVC,Flats,PVC,,,
32047590,325,599,,Step Zone White party wear Flat,Active,700,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOWHITE-PARTY-PUNJ96130EDC1B88B/1.jpg,White,PVC,Flats,PVC,,,
32047591,325,599,,Step Zone White party wear Flat,Active,700,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOWHITE-PARTY-PUNJ961301D564894/1.jpg,White,PVC,Flats,PVC,,,
32047592,325,599,,Step Zone White party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOWHITE-PARTY-PUNJ96130D4C6BA5/1.jpg,White,PVC,Flats,PVC,,,
32047593,325,599,,Step Zone White party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOWHITE-PARTY-PUNJ96130F39C1112/1.jpg,White,PVC,Flats,PVC,,,
32047595,299,599,,Step Zone Purple party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPURPLE-PARTYPUNJ96130CD182261/1.jpg,Purple,PVC,Flats,PVC,,,
32047596,299,599,,Step Zone Purple party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPURPLE-PARTYPUNJ96130DD020150/1.jpg,Purple,PVC,Flats,PVC,,,
32047597,299,599,,Step Zone Purple party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPURPLE-PARTYPUNJ961302D95F14F/1.jpg,Purple,PVC,Flats,PVC,,,
32047598,299,599,,Step Zone Purple party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPURPLE-PARTYPUNJ961303D8FD27E/1.jpg,Purple,PVC,Flats,PVC,,,
32047599,299,599,,Step Zone Purple party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOPURPLE-PARTYPUNJ96130C35FA8C9/1.jpg,Purple,PVC,Flats,PVC,,,
32047601,325,599,,Step Zone Black Party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBLACK-PARTY-PUNJ961301E347DBA/1.jpg,Black,PVC,Flats,PVC,,,
32047602,325,599,,Step Zone Black Party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBLACK-PARTY-PUNJ96130E2E5E8B/1.jpg,Black,PVC,Flats,PVC,,,
32047603,325,599,,Step Zone Black Party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBLACK-PARTY-PUNJ96130FEB9AE94/1.jpg,Black,PVC,Flats,PVC,,,
32047604,325,599,,Step Zone Black Party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBLACK-PARTY-PUNJ96130EEA38DA5/1.jpg,Black,PVC,Flats,PVC,,,
32047605,325,599,,Step Zone Black Party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBLACK-PARTY-PUNJ961301073F712/1.jpg,Black,PVC,Flats,PVC,,,
32047607,325,599,,Step Zone Brown party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBROWN-PARTY-PUNJ96130B90D0CB5/1.jpg,Brown,PVC,Flats,PVC,,,
32047608,325,599,,Step Zone Brown party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBROWN-PARTY-PUNJ96130A9172F84/1.jpg,Brown,PVC,Flats,PVC,,,
32047609,325,599,,Step Zone Brown party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBROWN-PARTY-PUNJ961305980DF9B/1.jpg,Brown,PVC,Flats,PVC,,,
32047610,325,599,,Step Zone Brown party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBROWN-PARTY-PUNJ96130499AFCAA/1.jpg,Brown,PVC,Flats,PVC,,,
32047611,325,599,,Step Zone Brown party wear Flat,Active,700,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBROWN-PARTY-PUNJ96130B74A861D/1.jpg,Brown,PVC,Flats,PVC,,,
32047613,325,599,,Step Zone Black Party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBLACK-PARTY-PUNJ96130F757D88F/1.jpg,Black,PVC,Flats,PVC,,,
32047614,325,599,,Step Zone Black Party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBLACK-PARTY-PUNJ96130E74DFBBE/1.jpg,Black,PVC,Flats,PVC,,,
32047615,325,599,,Step Zone Black Party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBLACK-PARTY-PUNJ9613017DA0BA1/1.jpg,Black,PVC,Flats,PVC,,,
32047616,325,599,,Step Zone Black Party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBLACK-PARTY-PUNJ961307C02890/1.jpg,Black,PVC,Flats,PVC,,,
32047617,325,599,,Step Zone Black Party wear Flat,Active,300,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOBLACK-PARTY-PUNJ96130F9105227/1.jpg,Black,PVC,Flats,PVC,,,
32047945,599,1199,,Carnival Beige Wedge Heels,Active,200,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BEIFOOT98949CDAAA947/1.jpg,Beige,PU,PVC,,PU,PVC,
32047946,599,1199,,Carnival Beige Wedge Heels,Inactive,200,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BEIFOOT989495B1479E9/1.jpg,Beige,PU,PVC,Wedges,PU,PVC,
32047947,599,1199,,Carnival Beige Wedge Heels,Inactive,1000,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BEIFOOT98949621ED6D7/1.jpg,Beige,PU,PVC,Wedges,PU,PVC,
32047948,599,1199,,Carnival Beige Wedge Heels,Inactive,200,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BEIFOOT98949F4A00679/1.jpg,Beige,PU,PVC,Wedges,PU,PVC,
32047949,599,1199,,Carnival Beige Wedge Heels,Inactive,200,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BEIFOOT989499926D69C/1.jpg,Beige,PU,PVC,Wedges,PU,PVC,
32047950,599,1199,,Carnival Beige Wedge Heels,Inactive,200,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BEIFOOT98949F980632/1.jpg,Beige,PU,PVC,,PU,PVC,
32047952,599,1199,,Carnival Black Wedge Heels,Inactive,200,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BLAFOOT989494E20D792/1.jpg,Black,PU,PVC,,PU,PVC,
32047953,599,1199,,Carnival Black Wedge Heels,Inactive,200,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BLAFOOT98949D89E073C/1.jpg,Black,PU,PVC,Wedges,PU,PVC,
32047954,599,1199,,Carnival Black Wedge Heels,Inactive,1000,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BLAFOOT98949E194A802/1.jpg,Black,PU,PVC,,PU,PVC,
32047955,599,1199,,Carnival Black Wedge Heels,Inactive,200,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BLAFOOT98949772A78AC/1.jpg,Black,PU,PVC,Wedges,PU,PVC,
32047956,599,1199,,Carnival Black Wedge Heels,Inactive,200,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BLAFOOT989491AACA849/1.jpg,Black,PU,PVC,Wedges,PU,PVC,
32047957,599,1199,,Carnival Black Wedge Heels,Active,200,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BLAFOOT989498C1278E7/1.jpg,Black,PU,PVC,,PU,PVC,
32047959,599,1199,,Carnival Brown Wedge Heels,Inactive,200,https://assetscdn.paytm.com/images/catalog/product/F/FO/FOOCARNIVAL-BROFOOT989497817DF16/1.jpg,Brown,PU,PVC,,PU,PVC,
